,X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3
1623,-95.61920962999994,41.032997660000035,1624,Iowa,US,2020-04-12T19:48:47.000Z,41.03299766,-95.61920963,1,0,0,1,Mills,19129.0,"Mills, Iowa, US",6.6185717122245,,,84019129.0,USA
1624,-87.96733171999995,43.004860620000045,1625,Wisconsin,US,2020-04-12T19:48:47.000Z,43.00486062,-87.96733172,1710,0,88,1622,Milwaukee,55079.0,"Milwaukee, Wisconsin, US",180.81347028632,,,84055079.0,USA
1625,-97.60992206999998,44.021978820000065,1626,South Dakota,US,2020-04-12T19:48:47.000Z,44.02197882,-97.60992207,1,0,0,1,Miner,46097.0,"Miner, South Dakota, US",45.1263537906137,,,84046097.0,USA
1626,-106.92816979999996,37.66954283000007,1627,Colorado,US,2020-04-12T19:48:47.000Z,37.66954283,-106.92816979999999,2,0,0,2,Mineral,8079.0,"Mineral, Colorado, US",260.07802340702204,,,84008079.0,USA
1627,-78.94104894999998,39.415615830000036,1628,West Virginia,US,2020-04-12T19:48:47.000Z,39.41561583,-78.94104895,4,0,0,4,Mineral,54057.0,"Mineral, West Virginia, US",14.8875986303409,,,84054057.0,USA
1628,-113.63572569999997,42.855185240000026,1629,Idaho,US,2020-04-12T19:48:47.000Z,42.85518524,-113.6357257,4,0,0,4,Minidoka,16067.0,"Minidoka, Idaho, US",19.01231047103,,,84016067.0,USA
1629,-96.79108849999994,43.67441641000005,1630,South Dakota,US,2020-04-12T19:48:47.000Z,43.67441641,-96.7910885,527,0,2,525,Minnehaha,46099.0,"Minnehaha, South Dakota, US",272.867542742345,,,84046099.0,USA
1630,-85.09256477999998,44.33772443000004,1631,Michigan,US,2020-04-12T19:48:47.000Z,44.33772443,-85.09256478,1,0,1,0,Missaukee,26113.0,"Missaukee, Michigan, US",6.6146315650218295,,,84026113.0,USA
1631,-90.05194369999998,35.76271485000006,1632,Arkansas,US,2020-04-12T19:48:47.000Z,35.76271485,-90.05194370000001,7,0,0,7,Mississippi,5093.0,"Mississippi, Arkansas, US",17.219748591670598,,,84005093.0,USA
1632,-113.92135079999996,47.03728583000003,1633,Montana,US,2020-04-12T19:48:47.000Z,47.03728583,-113.92135079999998,30,0,1,29,Missoula,30063.0,"Missoula, Montana, US",25.0836120401338,,,84030063.0,USA
1633,-84.19381820999998,31.224832550000034,1634,Georgia,US,2020-04-12T19:48:47.000Z,31.22483255,-84.19381821,136,0,13,123,Mitchell,13205.0,"Mitchell, Georgia, US",622.055527603714,,,84013205.0,USA
1634,-92.78887718999992,43.356383710000046,1635,Iowa,US,2020-04-12T19:48:47.000Z,43.35638371,-92.78887719,2,0,0,2,Mitchell,19131.0,"Mitchell, Iowa, US",18.892877385225802,,,84019131.0,USA
1635,-98.20906731999996,39.393315820000055,1636,Kansas,US,2020-04-12T19:48:47.000Z,39.39331582,-98.20906732,2,0,0,2,Mitchell,20123.0,"Mitchell, Kansas, US",33.4504097675197,,,84020123.0,USA
1636,-82.15824419999996,36.01059309000005,1637,North Carolina,US,2020-04-12T19:48:47.000Z,36.01059309,-82.1582442,4,0,0,4,Mitchell,37121.0,"Mitchell, North Carolina, US",26.7308206361935,,,84037121.0,USA
1637,-100.92120579999994,32.306234740000036,1638,Texas,US,2020-04-12T19:48:47.000Z,32.30623474,-100.9212058,1,0,0,1,Mitchell,48335.0,"Mitchell, Texas, US",11.702750146284401,,,84048335.0,USA
1638,-88.20842408999994,30.784723470000078,1639,Alabama,US,2020-04-12T19:48:47.000Z,30.78472347,-88.20842409,452,0,15,437,Mobile,1097.0,"Mobile, Alabama, US",109.387478521817,,,84001097.0,USA
1639,-108.20708759999997,40.61810999000005,1640,Colorado,US,2020-04-12T19:48:47.000Z,40.61810999,-108.2070876,3,0,0,3,Moffat,8081.0,"Moffat, Colorado, US",22.585259354061602,,,84008081.0,USA
1640,-113.7577902,35.70471703000004,1641,Arizona,US,2020-04-12T19:48:47.000Z,35.70471703,-113.7577902,30,0,0,30,Mohave,4015.0,"Mohave, Arizona, US",14.1388720007918,,,84004015.0,USA
1641,-92.57976950999996,38.635717810000074,1642,Missouri,US,2020-04-12T19:48:47.000Z,38.63571781,-92.57976951,4,0,0,4,Moniteau,29135.0,"Moniteau, Missouri, US",24.7954376394743,,,84029135.0,USA
1642,-74.22240685999998,40.26549699000003,1643,New Jersey,US,2020-04-12T19:48:47.000Z,40.26549699,-74.22240686,3785,0,123,3662,Monmouth,34025.0,"Monmouth, New Jersey, US",611.672686430886,,,84034025.0,USA
1643,-118.8872409,37.93899289000007,1644,California,US,2020-04-12T19:48:47.000Z,37.93899289,-118.8872409,21,0,1,20,Mono,6051.0,"Mono, California, US",145.389088895043,,,84006051.0,USA
1644,-95.95743842999997,42.05220391000006,1645,Iowa,US,2020-04-12T19:48:47.000Z,42.05220391,-95.95743843,6,0,0,6,Monona,19133.0,"Monona, Iowa, US",69.6459663377829,,,84019133.0,USA
1645,-80.04766837999993,39.63218457000005,1646,West Virginia,US,2020-04-12T19:48:47.000Z,39.63218457,-80.04766838,81,0,1,80,Monongalia,54061.0,"Monongalia, West Virginia, US",76.69583001931599,,,84054061.0,USA
1646,-87.36995000999997,31.56729412000004,1647,Alabama,US,2020-04-12T19:48:47.000Z,31.56729412,-87.36995001,6,0,1,5,Monroe,1099.0,"Monroe, Alabama, US",28.939372015627303,,,84001099.0,USA
1647,-91.20540286999994,34.681593500000076,1648,Arkansas,US,2020-04-12T19:48:47.000Z,34.6815935,-91.20540287,2,0,0,2,Monroe,5095.0,"Monroe, Arkansas, US",29.8462915982689,,,84005095.0,USA
1648,-81.07812415999997,25.209046730000072,1649,Florida,US,2020-04-12T19:48:47.000Z,25.20904673,-81.07812416,59,0,3,56,Monroe,12087.0,"Monroe, Florida, US",79.4848305221749,,,84012087.0,USA
1649,-83.92097165999998,33.014289,1650,Georgia,US,2020-04-12T19:48:47.000Z,33.014289,-83.92097166,12,0,1,11,Monroe,13207.0,"Monroe, Georgia, US",43.5129451011676,,,84013207.0,USA
1650,-90.17761037999996,38.275943760000075,1651,Illinois,US,2020-04-12T19:48:47.000Z,38.27594376,-90.17761038,43,0,1,42,Monroe,17133.0,"Monroe, Illinois, US",124.144700753529,,,84017133.0,USA
1651,-86.52414357999999,39.16130004000007,1652,Indiana,US,2020-04-12T19:48:47.000Z,39.16130004,-86.52414358,83,0,1,82,Monroe,18105.0,"Monroe, Indiana, US",55.9182381039001,,,84018105.0,USA
1652,-85.71596442999999,36.71225341000007,1653,Kentucky,US,2020-04-12T19:48:47.000Z,36.71225341,-85.71596443,2,0,0,2,Monroe,21171.0,"Monroe, Kentucky, US",18.7793427230047,,,84021171.0,USA
1653,-83.53749863999997,41.927341510000076,1654,Michigan,US,2020-04-12T19:48:47.000Z,41.92734151,-83.53749864,183,0,5,178,Monroe,26115.0,"Monroe, Michigan, US",121.59468438538201,,,84026115.0,USA
1654,-88.48084379999995,33.892367630000024,1655,Mississippi,US,2020-04-12T19:48:47.000Z,33.89236763,-88.4808438,36,0,2,34,Monroe,28095.0,"Monroe, Mississippi, US",102.121865426075,,,84028095.0,USA
1655,-77.69322941999997,43.146388950000066,1656,New York,US,2020-04-12T19:48:47.000Z,43.14638895,-77.69322942,798,0,40,758,Monroe,36055.0,"Monroe, New York, US",107.580516871807,,,84036055.0,USA
1656,-81.08464733999993,39.72984936000006,1657,Ohio,US,2020-04-12T19:48:47.000Z,39.72984936,-81.08464734,2,0,0,2,Monroe,39111.0,"Monroe, Ohio, US",14.6477222791856,,,84039111.0,USA
1657,-75.34031024999997,41.059340580000026,1658,Pennsylvania,US,2020-04-12T19:48:47.000Z,41.05934058,-75.34031025,795,0,23,772,Monroe,42089.0,"Monroe, Pennsylvania, US",466.90276089293,,,84042089.0,USA
1658,-84.24902964999995,35.44550387000004,1659,Tennessee,US,2020-04-12T19:48:47.000Z,35.44550387,-84.24902965,8,0,0,8,Monroe,47123.0,"Monroe, Tennessee, US",17.1876678483188,,,84047123.0,USA
1659,-80.54577964999999,37.56274716000007,1660,West Virginia,US,2020-04-12T19:48:47.000Z,37.56274716,-80.54577965,1,0,0,1,Monroe,54063.0,"Monroe, West Virginia, US",7.53295668549906,,,84054063.0,USA
1660,-90.61881899999999,43.94641218000004,1661,Wisconsin,US,2020-04-12T19:48:47.000Z,43.94641218,-90.61881899999999,8,0,0,8,Monroe,55081.0,"Monroe, Wisconsin, US",17.2961753832184,,,84055081.0,USA
1661,-97.72500957999996,33.675218930000035,1662,Texas,US,2020-04-12T19:48:47.000Z,33.67521893,-97.72500958,2,0,0,2,Montague,48337.0,"Montague, Texas, US",10.0918357049147,,,84048337.0,USA
1662,-85.15252823999998,43.310825410000064,1663,Michigan,US,2020-04-12T19:48:47.000Z,43.31082541,-85.15252824,22,0,1,21,Montcalm,26117.0,"Montcalm, Michigan, US",34.435261707989,,,84026117.0,USA
1663,-121.24133969999998,36.218624050000074,1664,California,US,2020-04-12T19:48:47.000Z,36.21862405,-121.24133970000001,82,0,3,79,Monterey,6053.0,"Monterey, California, US",18.891353980200897,,,84006053.0,USA
1664,-108.59588570000001,37.33859579000005,1665,Colorado,US,2020-04-12T19:48:47.000Z,37.33859579,-108.59588570000001,11,0,2,9,Montezuma,8083.0,"Montezuma, Colorado, US",42.0119925142268,,,84008083.0,USA
1665,-86.20969271999996,32.22068310000003,1666,Alabama,US,2020-04-12T19:48:47.000Z,32.2206831,-86.20969272,115,0,4,111,Montgomery,1101.0,"Montgomery, Alabama, US",50.7757653894722,,,84001101.0,USA
1666,-82.53527475999994,32.172010380000074,1667,Georgia,US,2020-04-12T19:48:47.000Z,32.17201038,-82.53527476,2,0,0,2,Montgomery,13209.0,"Montgomery, Georgia, US",21.8054949847362,,,84013209.0,USA
1667,-89.47809253999996,39.231988450000074,1668,Illinois,US,2020-04-12T19:48:47.000Z,39.23198845,-89.47809254,8,0,1,7,Montgomery,17135.0,"Montgomery, Illinois, US",28.155134792707802,,,84017135.0,USA
1668,-86.89335023999996,40.04034823000006,1669,Indiana,US,2020-04-12T19:48:47.000Z,40.04034823,-86.89335024,22,0,0,22,Montgomery,18107.0,"Montgomery, Indiana, US",57.3843184307997,,,84018107.0,USA
1669,-95.15642895999996,41.03018714000007,1670,Iowa,US,2020-04-12T19:48:47.000Z,41.03018714,-95.15642896,1,0,0,1,Montgomery,19137.0,"Montgomery, Iowa, US",10.0836946657255,,,84019137.0,USA
1670,-95.74329257999995,37.19236568000007,1671,Kansas,US,2020-04-12T19:48:47.000Z,37.19236568,-95.74329258,14,0,2,12,Montgomery,20125.0,"Montgomery, Kansas, US",43.9850450846712,,,84020125.0,USA
1671,-83.91452409999994,38.032530320000035,1672,Kentucky,US,2020-04-12T19:48:47.000Z,38.03253032,-83.9145241,7,0,0,7,Montgomery,21173.0,"Montgomery, Kentucky, US",24.860603047199604,,,84021173.0,USA
1672,-77.20358244999993,39.13676329000003,1673,Maryland,US,2020-04-12T19:48:47.000Z,39.13676329,-77.20358245,1631,0,42,1589,Montgomery,24031.0,"Montgomery, Maryland, US",155.231619662545,,,84024031.0,USA
1673,-89.61729103,33.49419589000007,1674,Mississippi,US,2020-04-12T19:48:47.000Z,33.49419589,-89.61729103,14,0,1,13,Montgomery,28097.0,"Montgomery, Mississippi, US",143.222506393862,,,84028097.0,USA
1674,-91.47000720999996,38.94022054000004,1675,Missouri,US,2020-04-12T19:48:47.000Z,38.94022054,-91.47000721,6,0,0,6,Montgomery,29139.0,"Montgomery, Missouri, US",51.9435546705913,,,84029139.0,USA
1675,-74.44011631999997,42.901234940000045,1676,New York,US,2020-04-12T19:48:47.000Z,42.90123494,-74.44011632,29,0,1,28,Montgomery,36057.0,"Montgomery, New York, US",58.91794152902221,,,84036057.0,USA
1676,-79.90416656999997,35.33155144000005,1677,North Carolina,US,2020-04-12T19:48:47.000Z,35.33155144,-79.90416657,13,0,1,12,Montgomery,37123.0,"Montgomery, North Carolina, US",47.84160747801129,,,84037123.0,USA
1677,-84.29050974999996,39.75394919000007,1678,Ohio,US,2020-04-12T19:48:47.000Z,39.75394919,-84.29050975,198,0,5,193,Montgomery,39113.0,"Montgomery, Ohio, US",37.239955086357206,,,84039113.0,USA
1678,-75.36652295999993,40.210536710000035,1679,Pennsylvania,US,2020-04-12T19:48:47.000Z,40.21053671,-75.36652296,2164,0,63,2101,Montgomery,42091.0,"Montgomery, Pennsylvania, US",260.43578464704603,,,84042091.0,USA
1679,-87.38550660999994,36.49609412000007,1680,Tennessee,US,2020-04-12T19:48:47.000Z,36.49609412,-87.38550661,88,0,2,86,Montgomery,47125.0,"Montgomery, Tennessee, US",42.106673429253604,,,84047125.0,USA
1680,-95.50572771999998,30.300791330000038,1681,Texas,US,2020-04-12T19:48:47.000Z,30.30079133,-95.50572772,251,0,5,246,Montgomery,48339.0,"Montgomery, Texas, US",41.3242869914108,,,84048339.0,USA
1681,-80.37868690999993,37.17746986000003,1682,Virginia,US,2020-04-12T19:48:47.000Z,37.17746986,-80.37868691,32,0,0,32,Montgomery,51121.0,"Montgomery, Virginia, US",32.4757700309535,,,84051121.0,USA
1682,-76.66345938999996,41.03023987000005,1683,Pennsylvania,US,2020-04-12T19:48:47.000Z,41.03023987,-76.66345939,37,0,0,37,Montour,42093.0,"Montour, Pennsylvania, US",202.96215030169998,,,84042093.0,USA
1683,-108.26390219999996,38.402141140000026,1684,Colorado,US,2020-04-12T19:48:47.000Z,38.40214114,-108.26390220000002,50,0,4,46,Montrose,8085.0,"Montrose, Colorado, US",116.93718134618099,,,84008085.0,USA
1684,-79.48474177999998,35.308852570000056,1685,North Carolina,US,2020-04-12T19:48:47.000Z,35.30885257,-79.48474178,84,0,2,82,Moore,37125.0,"Moore, North Carolina, US",83.2672482157018,,,84037125.0,USA
1685,-86.36230577999999,35.27724699000004,1686,Tennessee,US,2020-04-12T19:48:47.000Z,35.27724699,-86.36230578,0,0,0,0,Moore,47127.0,"Moore, Tennessee, US",0.0,,,84047127.0,USA
1686,-101.89302809999998,35.837692420000046,1687,Texas,US,2020-04-12T19:48:47.000Z,35.83769242,-101.8930281,22,0,0,22,Moore,48341.0,"Moore, Texas, US",105.06208213944599,,,84048341.0,USA
1687,-91.80421613999992,32.81686191000005,1688,Louisiana,US,2020-04-12T19:48:47.000Z,32.81686191,-91.80421614,31,0,2,29,Morehouse,22067.0,"Morehouse, Louisiana, US",124.628125753799,,,84022067.0,USA
1688,-86.85475945999997,34.45500589000005,1689,Alabama,US,2020-04-12T19:48:47.000Z,34.45500589,-86.85475946,37,0,0,37,Morgan,1103.0,"Morgan, Alabama, US",30.9160337235438,,,84001103.0,USA
1689,-103.80933019999996,40.262798100000055,1690,Colorado,US,2020-04-12T19:48:47.000Z,40.262798100000005,-103.8093302,56,0,0,56,Morgan,8087.0,"Morgan, Colorado, US",192.651713224164,,,84008087.0,USA
1690,-83.49129490999997,33.59232073000004,1691,Georgia,US,2020-04-12T19:48:47.000Z,33.59232073,-83.49129491,14,0,0,14,Morgan,13211.0,"Morgan, Georgia, US",72.6291761776302,,,84013211.0,USA
1691,-90.20255103999995,39.71654544000006,1692,Illinois,US,2020-04-12T19:48:47.000Z,39.71654544,-90.20255104,10,0,1,9,Morgan,17137.0,"Morgan, Illinois, US",29.710618575078698,,,84017137.0,USA
1692,-86.44573375,39.47899078000006,1693,Indiana,US,2020-04-12T19:48:47.000Z,39.47899078,-86.44573375,101,0,3,98,Morgan,18109.0,"Morgan, Indiana, US",143.284767836116,,,84018109.0,USA
1693,-92.88791859,38.41817650000007,1694,Missouri,US,2020-04-12T19:48:47.000Z,38.4181765,-92.88791859,1,0,0,1,Morgan,29141.0,"Morgan, Missouri, US",4.8480147379648,,,84029141.0,USA
1694,-81.85308172999999,39.62081738000006,1695,Ohio,US,2020-04-12T19:48:47.000Z,39.62081738,-81.85308173,2,0,0,2,Morgan,39115.0,"Morgan, Ohio, US",13.785497656465399,,,84039115.0,USA
1695,-84.64880097999998,36.13248031000006,1696,Tennessee,US,2020-04-12T19:48:47.000Z,36.13248031,-84.64880098,5,0,0,5,Morgan,47129.0,"Morgan, Tennessee, US",23.361211045180603,,,84047129.0,USA
1696,-78.26311675999993,39.554390280000064,1697,West Virginia,US,2020-04-12T19:48:47.000Z,39.55439028,-78.26311676,6,0,0,6,Morgan,54065.0,"Morgan, West Virginia, US",33.5495414895996,,,84054065.0,USA
1697,-96.65128436999998,38.68827511000006,1698,Kansas,US,2020-04-12T19:48:47.000Z,38.68827511,-96.65128437,2,0,0,2,Morris,20127.0,"Morris, Kansas, US",35.5871886120996,,,84020127.0,USA
1698,-74.54553709999993,40.86095313000004,1699,New Jersey,US,2020-04-12T19:48:47.000Z,40.86095313,-74.54553709999999,3099,0,162,2937,Morris,34027.0,"Morris, New Jersey, US",630.076548506135,,,84034027.0,USA
1699,-94.73255694999995,33.11304005000005,1700,Texas,US,2020-04-12T19:48:47.000Z,33.11304005,-94.73255695,3,0,0,3,Morris,48343.0,"Morris, Texas, US",24.216984178237,,,84048343.0,USA
1700,-82.7892599,40.523635600000034,1701,Ohio,US,2020-04-12T19:48:47.000Z,40.523635600000006,-82.7892599,8,0,0,8,Morrow,39117.0,"Morrow, Ohio, US",22.6449275362319,,,84039117.0,USA
1701,-119.584546,45.41846568000005,1702,Oregon,US,2020-04-12T19:48:47.000Z,45.41846568,-119.584546,5,0,0,5,Morrow,41049.0,"Morrow, Oregon, US",43.0923037145566,,,84041049.0,USA
1702,-101.79925189999994,37.19141121000007,1703,Kansas,US,2020-04-12T19:48:47.000Z,37.19141121,-101.79925190000002,1,0,0,1,Morton,20129.0,"Morton, Kansas, US",38.6548125241593,,,84020129.0,USA
1703,-101.28223769999994,46.716817820000074,1704,North Dakota,US,2020-04-12T19:48:47.000Z,46.71681782,-101.2822377,19,0,1,18,Morton,38059.0,"Morton, North Dakota, US",60.57900777962,,,84038059.0,USA
1704,-88.62099968999996,39.64187451000004,1705,Illinois,US,2020-04-12T19:48:47.000Z,39.64187451,-88.62099969,3,0,0,3,Moultrie,17139.0,"Moultrie, Illinois, US",20.688228398041502,,,84017139.0,USA
1705,-102.35553149999998,48.201979710000046,1706,North Dakota,US,2020-04-12T19:48:47.000Z,48.20197971,-102.3555315,21,0,0,21,Mountrail,38061.0,"Mountrail, North Dakota, US",199.146514935989,,,84038061.0,USA
1706,-92.75234548999998,43.67142874000007,1707,Minnesota,US,2020-04-12T19:48:47.000Z,43.67142874,-92.75234549,25,0,0,25,Mower,27099.0,"Mower, Minnesota, US",62.403274923868,,,84027099.0,USA
1707,-87.14632052999998,37.21425819000007,1708,Kentucky,US,2020-04-12T19:48:47.000Z,37.21425819,-87.14632053,26,0,0,26,Muhlenberg,21177.0,"Muhlenberg, Kentucky, US",84.9062765332114,,,84021177.0,USA
1708,-122.4169351,45.54747959000007,1709,Oregon,US,2020-04-12T19:48:47.000Z,45.54747959,-122.4169351,343,0,18,325,Multnomah,41051.0,"Multnomah, Oregon, US",42.196947795117204,,,84041051.0,USA
1709,-84.74993177,34.788976080000054,1710,Georgia,US,2020-04-12T19:48:47.000Z,34.78897608,-84.74993177,14,0,0,14,Murray,13213.0,"Murray, Georgia, US",34.916201117318394,,,84013213.0,USA
1710,-95.76328481999997,44.02216709000004,1711,Minnesota,US,2020-04-12T19:48:47.000Z,44.02216709,-95.76328482,1,0,0,1,Murray,27101.0,"Murray, Minnesota, US",12.2040517451794,,,84027101.0,USA
1711,-91.11216969999998,41.483707440000046,1712,Iowa,US,2020-04-12T19:48:47.000Z,41.48370744,-91.11216970000001,91,0,1,90,Muscatine,19139.0,"Muscatine, Iowa, US",213.29458091130698,,,84019139.0,USA
1712,-84.87142261999998,32.50931999000005,1713,Georgia,US,2020-04-12T19:48:47.000Z,32.50931999,-84.87142262,146,0,4,142,Muscogee,13215.0,"Muscogee, Georgia, US",74.5776910542527,,,84013215.0,USA
1713,-86.15176712,43.29123859000003,1714,Michigan,US,2020-04-12T19:48:47.000Z,43.29123859,-86.15176712,59,0,4,55,Muskegon,26121.0,"Muskegon, Michigan, US",33.992832697648204,,,84026121.0,USA
1714,-81.94363274999995,39.965759640000044,1715,Ohio,US,2020-04-12T19:48:47.000Z,39.96575964,-81.94363275,8,0,0,8,Muskingum,39119.0,"Muskingum, Ohio, US",9.27912776199037,,,84039119.0,USA
1715,-95.37802951999998,35.613184610000076,1716,Oklahoma,US,2020-04-12T19:48:47.000Z,35.61318461,-95.37802952,21,0,2,19,Muskogee,40101.0,"Muskogee, Oklahoma, US",30.883715458034896,,,84040101.0,USA
1716,-108.39498,46.496846370000064,1717,Montana,US,2020-04-12T19:48:47.000Z,46.49684637,-108.39498,1,0,0,1,Musselshell,30065.0,"Musselshell, Montana, US",21.5842866393266,,,84030065.0,USA
1717,-94.61803994,31.620171250000052,1718,Texas,US,2020-04-12T19:48:47.000Z,31.62017125,-94.61803994,47,0,3,44,Nacogdoches,48347.0,"Nacogdoches, Texas, US",72.08146739463841,,,84048347.0,USA
1718,-122.33283899999999,38.50735751000008,1719,California,US,2020-04-12T19:48:47.000Z,38.50735751,-122.33283899999999,34,0,2,32,Napa,6055.0,"Napa, California, US",24.683470786386298,,,84006055.0,USA
